Date,Open,High,Low,Close,Adj Close,Volume
2019-09-18,9253.401367,9316.917969,9240.340820,9246.486328,9246.486328,14660255693
2019-09-19,9248.524414,9319.454102,8917.574219,9292.973633,9292.973633,18047239238
2019-09-20,9292.886719,9334.069336,9194.604492,9239.483398,9239.483398,13370761401
2019-09-21,9241.304688,9245.341797,9075.292969,9092.541992,9092.541992,12182959742
2019-09-22,9096.534180,9142.628906,9004.768555,9138.951172,9138.951172,11978776314
2019-09-23,9136.746094,9164.031250,8848.295898,8850.279297,8850.279297,13776581397
2019-09-24,8850.277344,8901.731445,7600.185547,7826.957031,7826.957031,22701120940
2019-09-25,7811.396973,7984.072266,7601.128418,7748.666992,7748.666992,19853045710
2019-09-26,7749.284668,7796.961426,7229.238281,7433.726563,7433.726563,17632812763
2019-09-27,7428.355469,7559.797852,7280.494629,7541.815430,7541.815430,14997033814
2019-09-28,7541.292969,7573.691895,7427.270020,7537.401367,7537.401367,12926102470
2019-09-29,7537.513184,7549.548340,7301.716309,7405.604980,7405.604980,11911044079
2019-09-30,7405.642090,7627.824707,7184.267090,7609.142578,7609.142578,15702454866
2019-10-01,7614.512695,7772.159180,7529.773438,7630.927734,7630.927734,13998573192
2019-10-02,7631.783691,7657.534180,7506.678223,7657.534180,7657.534180,11975466884
2019-10-03,7655.465332,7665.672363,7421.705566,7525.158203,7525.158203,12452803872
2019-10-04,7524.705078,7523.010742,7423.901855,7473.723145,7473.723145,11967022550
2019-10-05,7477.557617,7482.947266,7351.418945,7424.631348,7424.631348,11112578862
2019-10-06,7423.152344,7429.935547,7245.530762,7272.209473,7272.209473,11981277728
2019-10-07,7273.087402,7572.271484,7205.267578,7515.011230,7515.011230,16413971354
2019-10-08,7516.129395,7603.186035,7469.099609,7508.353027,7508.353027,14227161316
2019-10-09,7509.317871,7853.170898,7435.916504,7824.074707,7824.074707,17644697905
2019-10-10,7814.553711,7833.464355,7694.201660,7798.226563,7798.226563,16001250003
2019-10-11,7797.126953,7900.886719,7533.462402,7538.513184,7538.513184,17759216752
2019-10-12,7532.994141,7625.808105,7533.466797,7554.502930,7554.502930,13169334496
2019-10-13,7554.817383,7681.000488,7504.751953,7545.005371,7545.005371,12520552918
2019-10-14,7544.848145,7609.458008,7513.251465,7595.379883,7595.379883,13741475462
2019-10-15,7594.266113,7622.058594,7415.430664,7435.968262,7435.968262,13793224980
2019-10-16,7435.338379,7419.592285,7210.352051,7266.731445,7266.731445,14512327589
2019-10-17,7266.989746,7312.066406,7191.719238,7284.273438,7284.273438,12865415827
2019-10-18,7281.597168,7286.020508,7074.515137,7138.117676,7138.117676,14012291755
2019-10-19,7138.651367,7236.079102,7112.665039,7151.862793,7151.862793,12352682776
2019-10-20,7160.140625,7423.996094,7126.044434,7370.443848,7370.443848,13898334789
2019-10-21,7373.166016,7439.778320,7349.857910,7392.276855,7392.276855,14229761008
2019-10-22,7391.990723,7455.320801,7255.664063,7259.024902,7259.024902,15099414522
2019-10-23,7257.250488,7269.747070,6709.513184,6750.249512,6750.249512,19710761538
2019-10-24,6745.808594,6784.085449,6706.743164,6748.621094,6748.621094,14651566652
2019-10-25,6746.112305,7844.175781,6750.738281,7816.342773,7816.342773,25906522539
2019-10-26,7822.548828,9044.483398,7817.895508,8343.458008,8343.458008,40157247739
2019-10-27,8340.511719,8796.035156,8221.344727,8617.566406,8617.566406,29405554029
2019-10-28,8629.644531,8834.685547,8340.048828,8340.048828,8340.048828,27885244605
2019-10-29,8333.103516,8562.726563,8307.601563,8483.099609,8483.099609,25578615575
2019-10-30,8478.398438,8451.947266,8145.761230,8253.669922,8253.669922,24841122082
2019-10-31,8250.739258,8410.098633,8092.412598,8245.560547,8245.560547,23826849281
2019-11-01,8240.547852,8305.386719,8176.798828,8292.355469,8292.355469,21780231051
2019-11-02,8291.172852,8397.126953,8282.598633,8349.874023,8349.874023,19021882025
2019-11-03,8349.936523,8399.804688,8186.173828,8270.445313,8270.445313,18924326413
2019-11-04,8270.670898,8541.590820,8259.809570,8458.521484,8458.521484,23517560013
2019-11-05,8458.875000,8540.323242,8359.278320,8436.573242,8436.573242,23658103730
2019-11-06,8435.071289,8512.726563,8406.735352,8456.394531,8456.394531,20898606220
2019-11-07,8448.727539,8476.344727,8326.041016,8385.039063,8385.039063,20538694387
2019-11-08,8383.054688,8415.056641,7963.823730,7990.455566,7990.455566,22082304835
2019-11-09,7994.619629,8069.574219,7980.041992,7998.572754,7998.572754,15953099477
2019-11-10,7997.581055,8259.309570,7989.258789,8215.490234,8215.490234,18678081493
2019-11-11,8216.752930,8229.146484,7884.195801,7936.010254,7936.010254,18363916828
2019-11-12,7937.789551,8040.106934,7887.237305,8005.502930,8005.502930,18443301326
2019-11-13,8002.207520,8026.415039,7958.120117,8000.457031,8000.457031,15936634176
2019-11-14,8003.793457,8010.186523,7888.229980,7902.334961,7902.334961,17318828985
2019-11-15,7900.168945,7900.313965,7677.689453,7684.157227,7684.157227,19723343312
2019-11-16,7683.410156,7774.648926,7667.853516,7737.335449,7737.335449,14926199871
2019-11-17,7736.168457,7895.219238,7690.035156,7759.696777,7759.696777,16887781426
2019-11-18,7756.082520,7815.305176,7472.368164,7504.623047,7504.623047,19489736313
2019-11-19,7500.873535,7590.409668,7311.877441,7407.729004,7407.729004,19032283610
2019-11-20,7405.442871,7435.072754,7230.424316,7245.548828,7245.548828,18742210567
2019-11-21,7242.278320,7329.176758,6865.829590,6906.829590,6906.829590,20346346877
2019-11-22,6907.570313,6984.097168,6293.909668,6620.433105,6620.433105,31069217350
2019-11-23,6620.058105,6752.614746,6488.724609,6712.272461,6712.272461,19062111428
2019-11-24,6713.032227,6721.505859,6377.393066,6394.292969,6394.292969,27611112896
2019-11-25,6387.089355,6647.776855,6009.605469,6490.004395,6490.004395,38766044068
2019-11-26,6489.119141,6640.568848,6439.491211,6548.166992,6548.166992,19167694341
2019-11-27,6550.443359,6924.792969,6338.143555,6844.791016,6844.791016,21803443903
2019-11-28,6849.477051,7020.003418,6769.400879,6777.560059,6777.560059,17300211127
2019-11-29,6780.848633,7061.988770,6771.180664,7043.895020,7043.895020,17887987434
2019-11-30,7046.448730,7111.991211,6821.332520,6870.143555,6870.143555,15572657481
2019-12-01,6871.945801,6871.559570,6617.199219,6737.856934,6737.856934,16989829215
2019-12-02,6737.624512,6748.969238,6530.993164,6610.979004,6610.979004,15423272061
2019-12-03,6612.773438,6693.910156,6522.926270,6604.842773,6604.842773,13351519852
2019-12-04,6604.824219,6803.140137,6470.316406,6543.503418,6543.503418,19547622916
2019-12-05,6544.592773,6972.960449,6513.025391,6707.200684,6707.200684,16943884751
2019-12-06,6709.230957,6824.454590,6684.455566,6824.454590,6824.454590,16371162807
2019-12-07,6824.697754,6863.297363,6805.207031,6832.811523,6832.811523,13974015959
2019-12-08,6828.381348,6903.226563,6759.896484,6839.696289,6839.696289,13933669711
2019-12-09,6837.390137,6885.307617,6657.451172,6689.006836,6689.006836,16152911546
2019-12-10,6685.604004,6692.711914,6532.265137,6561.181152,6561.181152,16451392128
2019-12-11,6560.350098,6578.872070,6463.332031,6483.003418,6483.003418,14686713808
2019-12-12,6482.385254,6495.612793,6404.526367,6474.601563,6474.601563,16918822377
2019-12-13,6475.967285,6558.661621,6498.917969,6537.190918,6537.190918,15400147686
2019-12-14,6536.488281,6572.397949,6382.094238,6406.791992,6406.791992,15410302614
2019-12-15,6406.401367,6455.162109,6224.411621,6429.296875,6429.296875,15174667036
2019-12-16,6430.520996,6439.164551,6198.982422,6224.840332,6224.840332,18149976615
2019-12-17,6223.794434,6244.964355,5907.700195,5954.815430,5954.815430,20054517794
2019-12-18,5961.257324,6589.886230,5883.722656,6546.539063,6546.539063,28641568535
2019-12-19,6547.248535,6604.581055,6330.188477,6475.342773,6475.342773,23288187561
2019-12-20,6480.550293,6552.125488,6397.033691,6516.822754,6516.822754,20432789823
2019-12-21,6518.426758,6520.803711,6421.058105,6491.854492,6491.854492,17434503033
2019-12-22,6491.881348,6785.528320,6468.859375,6779.712402,6779.712402,20880470519
2019-12-23,6777.287598,6902.241699,6604.752930,6631.290039,6631.290039,25091080546
2019-12-24,6630.176270,6795.362793,6555.326660,6603.123047,6603.123047,20732787200
2019-12-25,6606.029785,6631.103027,6508.496094,6557.315918,6557.315918,19432228776
2019-12-26,6556.995117,6656.491211,6487.188477,6521.947266,6521.947266,20529956690
2019-12-27,6521.203125,6589.467773,6434.121094,6523.747070,6523.747070,20382982030
2019-12-28,6522.800781,6621.246094,6520.898438,6548.715820,6548.715820,19119692112
2019-12-29,6548.409180,6719.693848,6510.354492,6638.048340,6638.048340,20072704182
2019-12-30,6635.920410,6655.204590,6495.836914,6510.733887,6510.733887,20420606561
2019-12-31,6512.022949,6537.746094,6390.229492,6411.460449,6411.460449,18866418835
2020-01-01,6412.612793,6466.053223,6395.292969,6417.781738,6417.781738,16548264141
2020-01-02,6419.900391,6455.852539,6208.002930,6252.938477,6252.938477,18620672983
2020-01-03,6252.006348,6643.415039,6196.514160,6581.735840,6581.735840,25190641930
2020-01-04,6582.176270,6655.665527,6550.041016,6640.674316,6640.674316,16527874601
2020-01-05,6640.490723,6759.997559,6631.005859,6640.666504,6640.666504,17674001715
2020-01-06,6639.891113,6951.012695,6618.217773,6939.714844,6939.714844,20791101700
2020-01-07,6939.235352,7333.798828,6966.142578,7320.774902,7320.774902,25797010963
2020-01-08,7319.199219,7555.930664,7160.022461,7270.785645,7270.785645,28501027543
2020-01-09,7272.975586,7275.690918,7059.739746,7092.748047,7092.748047,21646224663
2020-01-10,7092.060547,7343.365723,6947.916016,7343.365723,7343.365723,25820153792
2020-01-11,7339.442383,7389.282715,7219.604004,7226.702637,7226.702637,22946564430
2020-01-12,7222.858398,7376.449219,7204.628906,7369.640137,7369.640137,20603017030
2020-01-13,7367.191406,7361.875977,7255.829590,7313.747070,7313.747070,20190373251
2020-01-14,7310.818359,7980.017090,7316.256348,7933.511719,7933.511719,40299311377
2020-01-15,7931.336426,7970.701660,7761.861328,7896.189453,7896.189453,35955399490
2020-01-16,7901.094727,7943.202148,7732.766602,7833.052246,7833.052246,28116699120
2020-01-17,7834.331055,8077.225098,7824.032227,8051.000977,8051.000977,32795485000
2020-01-18,8049.354980,8125.830566,7959.146484,8063.265625,8063.265625,29157288013
2020-01-19,8062.036621,8260.527344,7769.924805,7847.591797,7847.591797,30842637240
2020-01-20,7846.137695,7881.491211,7714.665039,7802.233398,7802.233398,23811739272
2020-01-21,7803.448242,7898.259766,7707.755371,7889.409180,7889.409180,21737558317
2020-01-22,7887.890137,7924.114258,7783.307129,7823.075195,7823.075195,20366964887
2020-01-23,7822.872070,7858.692871,7538.375488,7604.298828,7604.298828,23311436253
2020-01-24,7603.441406,7723.058594,7498.272461,7660.262207,7660.262207,22129639052
2020-01-25,7655.441895,7671.791504,7524.645508,7589.612793,7589.612793,17820070773
2020-01-26,7586.494629,7802.076660,7550.935547,7797.023926,7797.023926,20114378449
2020-01-27,7797.458008,8147.125488,7801.902832,8085.500488,8085.500488,25996943940
2020-01-28,8087.955566,8490.750000,8082.348633,8490.750000,8490.750000,31208880037
2020-01-29,8489.733398,8540.465820,8416.111328,8458.931641,8458.931641,27857927450
2020-01-30,8458.375000,8661.303711,8369.156250,8621.291016,8621.291016,29356103023
2020-01-31,8620.673828,8581.904297,8319.689453,8427.623047,8427.623047,26527473551
2020-02-01,8423.862305,8508.266602,8394.618164,8466.399414,8466.399414,23365749350
2020-02-02,8463.646484,8538.752930,8312.430664,8426.542969,8426.542969,27806989192
2020-02-03,8426.830078,8624.076172,8360.358398,8400.934570,8400.934570,27963062144
2020-02-04,8400.320313,8448.024414,8250.247070,8311.948242,8311.948242,27063674305
2020-02-05,8314.168945,8819.762695,8331.016602,8739.872070,8739.872070,32021502647
2020-02-06,8743.869141,8946.819336,8687.463867,8860.473633,8860.473633,34266801203
2020-02-07,8857.013672,8985.173828,8885.851563,8949.750977,8949.750977,31540576719
2020-02-08,8947.125000,9022.914063,8842.177734,9012.290039,9012.290039,32131455751
2020-02-09,9011.170898,9250.200195,8995.377930,9238.546875,9238.546875,32699760275
2020-02-10,9237.529297,9317.412109,8968.022461,9034.057617,9034.057617,36099661865
2020-02-11,9033.397461,9350.968750,8910.699219,9349.304688,9349.304688,34480314024
2020-02-12,9343.948242,9557.435547,9381.595703,9495.313477,9495.313477,39949166143
2020-02-13,9493.387695,9645.508789,9330.560547,9421.151367,9421.151367,45523177582
2020-02-14,9418.541992,9530.484375,9349.087891,9521.362305,9521.362305,40014999389
2020-02-15,9522.969727,9548.245117,9116.950195,9130.796875,9130.796875,40500122610
2020-02-16,9130.571289,9273.428711,8967.589844,9163.173828,9163.173828,40007379236
2020-02-17,9165.135742,9170.962891,8772.707031,8941.850586,8941.850586,42446217813
2020-02-18,8942.854492,9416.832031,8926.107422,9395.312500,9395.312500,43790789357
2020-02-19,9396.981445,9429.613281,8891.342773,8911.508789,8911.508789,43470672713
2020-02-20,8907.751953,8920.090820,8808.508789,8906.883789,8906.883789,41644907585
2020-02-21,8909.949219,8956.170898,8889.692383,8930.472656,8930.472656,37736163863
2020-02-22,8931.639648,8940.896484,8851.007813,8908.583984,8908.583984,33039433770
2020-02-23,8908.709961,9166.609375,8903.614258,9157.429688,9157.429688,38001900384
2020-02-24,9154.724609,9180.375977,8774.880859,8895.318359,8895.318359,41554210040
2020-02-25,8896.368164,8896.532227,8549.881836,8586.521484,8586.521484,39078325581
2020-02-26,8583.382813,8606.452148,8000.542969,8103.854980,8103.854980,46323421638
2020-02-27,8108.054688,8137.106445,7871.553223,7986.993652,7986.993652,41342183979
2020-02-28,7990.843750,8091.204102,7724.584961,7864.468750,7864.468750,40449694441
2020-02-29,7863.341797,7957.734375,7798.025879,7798.025879,7798.025879,32456505767
2020-03-01,7798.252441,7913.450684,7681.687012,7748.164551,7748.164551,31987458775
2020-03-02,7748.897949,8011.308105,7721.177734,7959.358398,7959.358398,38459105569
2020-03-03,7955.515625,8006.142578,7782.374512,7862.485352,7862.485352,37923648965
2020-03-04,7863.161621,7926.583008,7824.539063,7861.055176,7861.055176,31197955753
2020-03-05,7865.579590,8161.130371,7862.858398,8089.786133,8089.786133,35373626416
2020-03-06,8089.381348,8091.160645,8044.331543,8082.739746,8082.739746,36173355571
2020-03-07,8081.902344,8118.742188,7877.323730,7894.343750,7894.343750,32088707345
2020-03-08,7892.795410,7898.233887,7117.157715,7121.034180,7121.034180,35106776668
2020-03-09,7123.695313,7184.403809,6733.996094,6952.206055,6952.206055,41182520122
2020-03-10,6950.891602,7151.211426,6885.314453,6989.210938,6989.210938,37301166969
2020-03-11,6989.529297,7026.166504,6775.383789,7024.827637,7024.827637,34347740131
2020-03-12,7026.769043,7037.558105,4344.840332,4444.237305,4444.237305,48262271981
2020-03-13,4486.296875,5254.104980,3672.950928,4993.677246,4993.677246,66559039992
2020-03-14,5002.087891,5047.538086,4598.745117,4666.309570,4666.309570,32441582859
2020-03-15,4666.937988,5213.880859,4638.418457,4834.835938,4834.835938,30483051816
2020-03-16,4828.482910,4828.482910,4098.807129,4493.089355,4493.089355,40650795146
2020-03-17,4482.425293,4825.007324,4462.774414,4744.934082,4744.934082,35069823257
2020-03-18,4746.281738,4885.964355,4641.397949,4780.420898,4780.420898,34566905928
2020-03-19,4786.789063,5934.076660,4804.693848,5808.230469,5808.230469,47846030531
2020-03-20,5808.662598,6377.578613,5498.050293,5759.606934,5759.606934,50585800132
2020-03-21,5766.802246,5925.708496,5511.984375,5746.334961,5746.334961,39480093757
2020-03-22,5746.791504,5908.578613,5449.429688,5452.092773,5452.092773,37498720286
2020-03-23,5453.140137,5995.933105,5412.403809,5960.807617,5960.807617,43191361899
2020-03-24,5979.692383,6254.937012,5937.916992,6236.596680,6236.596680,44654694830
2020-03-25,6240.220215,6359.286133,6042.191895,6135.968750,6135.968750,40952090166
2020-03-26,6130.556641,6168.277344,6032.167480,6079.735352,6079.735352,31971551465
2020-03-27,6082.404297,6139.854492,5790.931641,5793.704102,5793.704102,30971403337
2020-03-28,5791.425781,5791.647461,5478.523926,5589.104492,5589.104492,31235359141
2020-03-29,5592.176270,5596.512207,5322.305176,5315.300293,5315.300293,25466664426
2020-03-30,5318.437500,5899.183105,5305.325195,5830.156250,5830.156250,33641328894
2020-03-31,5830.849609,5905.560059,5820.579102,5839.277832,5839.277832,29734409217
2020-04-01,5838.075684,6037.445313,5677.553711,6032.151855,6032.151855,36837295841
2020-04-02,6032.151855,6542.119141,6024.104980,6264.632324,6264.632324,43949502253
2020-04-03,6268.110352,6489.856445,6186.549316,6232.120605,6232.120605,36074898995
2020-04-04,6236.744141,6366.457520,6197.583008,6355.882813,6355.882813,30713566062
